-76.7204,8.7255
-76.8847,8.6504
-76.9081,8.5401
-76.8401,8.4533
-76.765,8.4204
-76.765,8.3852
-76.765,8.2116
-76.7532,8.0567
-76.7861,7.9816
-76.8964,7.937
-76.9621,7.9816
-76.9856,8.1459
-77.0513,8.2116
-77.1381,8.343
-77.2484,8.4627
-77.3493,8.5401
-77.415,8.6504
-77.4479,8.6598
-77.5699,8.7819
NaN,NaN
-71.318,10.1149
-71.1959,9.9388
-71.1091,9.7112
-71.0645,9.4812
-71.0645,9.3287
-71.0856,9.2184
-71.2616,9.0658
-71.494,9.0212
-71.616,9.0447
-71.67,9.2512
-71.8038,9.4929
-71.9352,9.6009
-71.9798,9.7206
-72.0126,9.8755
NaN,NaN
-81.8036,7.707
-81.759,7.6953
-81.7684,7.707
-81.8787,7.585
-81.8905,7.4324
-81.7473,7.2987
-81.7262,7.4864
-81.7145,7.6835
-81.8036,7.707
NaN,NaN
-83.2352,10.1149
-83.0381,9.8966
-82.8175,9.7323
-82.7189,9.6783
NaN,NaN
-82.7189,9.6783
-82.6415,9.6572
-82.4748,9.5352
-82.3763,9.3287
-82.2542,9.263
-82.2214,9.3169
-82.1557,9.3287
-82.1557,9.1761
-82.1674,9.0118
-81.9351,9.0001
-81.7356,9.0118
-81.5267,8.8687
-81.285,8.8358
-81.0409,8.8687
-80.8978,8.9555
-80.7335,9.0447
-80.534,9.0869
-80.3251,9.1761
-80.0928,9.3287
-80.0388,9.2512
-80.0388,9.0658
NaN,NaN
-79.9074,8.4298
-80.1608,8.2984
-80.3369,8.2538
-80.4354,8.167
-80.4683,8.0027
-80.3908,7.8713
-80.2594,7.7281
-80.1374,7.6296
-80.0834,7.4864
-80.2031,7.4324
-80.358,7.3104
-80.5575,7.2236
-80.7663,7.2118
-80.9212,7.2236
-80.9306,7.3104
-80.9541,7.4207
-80.9541,7.5193
-81.0198,7.6296
-81.0644,7.7727
-81.1747,7.7938
-81.2075,7.6835
-81.2287,7.5967
-81.3624,7.6413
-81.4821,7.7727
-81.5924,7.8713
-81.6699,8.0144
-81.6816,8.0144
-81.6933,8.0356
-81.7684,8.1459
-81.9562,8.1881
-82.1885,8.2656
-82.3645,8.2773
-82.4631,8.3313
-82.618,8.3195
-82.7518,8.343
-82.8832,8.3195
-82.916,8.2327
-82.9278,8.1341
-82.9724,8.113
-83.0263,8.3101
NaN,NaN
-83.0263,8.3101
-83.0827,8.3547
-83.1249,8.4087
-83.1578,8.6058
-83.3455,8.7044
-83.4793,8.7161
-83.3901,8.5613
-83.369,8.4744
-83.545,8.4955
-83.721,8.6387
-83.6999,8.8241
-83.721,9.1104
-83.9862,9.2958
-84.2396,9.4366
-84.3945,9.5258
-84.5588,9.5798
-84.648,9.6783
-84.702,9.8755
-84.7912,9.9388
NaN,NaN
-85.176,10.0163
-85.0446,9.9834
-84.9672,9.8637
-85.0211,9.7534
-85.0986,9.6455
-85.2324,9.7652
-85.3966,9.8637
-85.5515,9.8755
-85.6947,9.9623
NaN,NaN
-79.8299,0.8237
-80.0717,0.7463
-80.1045,0.5703
-80.0717,0.3591
-80.0599,0.1713
NaN,NaN
-91.3834,0.1479
-91.3717,0.1033
NaN,NaN
-91.5266,-0.0516
-91.4937,0.0375
-91.4069,0.115
-91.3834,0.1479
NaN,NaN
-157.3436,2.0136
-157.3084,2.0347
-157.2872,1.9784
-157.2544,1.969
-157.1981,1.9127
-157.1887,1.8141
-157.1441,1.7695
-157.0455,1.7132
-157.0103,1.6569
-156.9892,1.5912
-157.1112,1.6029
-157.2661,1.624
-157.3647,1.6803
-157.421,1.7015
-157.4304,1.7695
-157.421,1.7789
-157.3318,1.7695
-157.2872,1.8141
-157.2755,1.8681
-157.299,1.9244
-157.3436,1.969
-157.3436,1.9901
-157.3436,2.0136
NaN,NaN
-162.0795,5.9375
-162.0677,5.9586
-162.056,5.9492
-162.0795,5.8929
-162.0795,5.9375
NaN,NaN
-176.5641,0.2276
-176.5524,0.1737
-176.5524,0.1831
-176.5641,0.2276
-176.5524,0.1737
-176.5524,0.1831
-176.5641,0.2276
NaN,NaN
170.8848,8.8616
170.9505,8.8499
170.9505,8.8288
170.9622,8.8077
171.0068,8.7959
171.0725,8.7631
171.1171,8.7185
171.1711,8.6434
171.1711,8.5542
171.15,8.512
171.1054,8.4791
171.0608,8.5002
170.9951,8.5542
170.9388,8.5871
170.8942,8.6528
170.8613,8.7185
170.8402,8.7631
170.8402,8.8171
170.8285,8.8499
170.8519,8.8616
170.8848,8.8616
NaN,NaN
172.8608,1.8915
172.882,1.8798
172.882,1.8681
172.9265,1.8352
172.9594,1.7249
172.9594,1.6029
172.9711,1.502
173.0157,1.4151
173.0486,1.326
173.0486,1.2814
172.9594,1.2696
172.9054,1.3588
172.9054,1.448
172.9054,1.5348
172.9054,1.6357
172.882,1.7695
172.8608,1.8681
172.8608,1.8915
NaN,NaN
163.1121,5.3649
163.1332,5.3531
163.1332,5.332
163.0581,5.3085
163.0018,5.2968
162.99,5.3414
163.0135,5.3649
163.0675,5.3649
163.1121,5.3649
NaN,NaN
166.9093,9.2888
166.9421,9.3099
166.9539,9.277
167.0313,9.277
167.0876,9.2653
167.1627,9.2653
167.2402,9.2559
167.3176,9.3099
167.3951,9.3334
167.4396,9.3005
167.5054,9.1691
167.5828,9.0705
167.6391,8.9931
167.6602,8.8945
167.672,8.7842
167.6274,8.6974
167.5617,8.742
167.5382,8.8499
167.5054,8.9391
167.4631,8.9931
167.3622,9.0799
167.2402,9.1574
167.1416,9.1574
167.0876,9.1691
166.9984,9.1902
166.8999,9.2559
166.8881,9.3005
166.9093,9.2888
NaN,NaN
169.5495,5.9938
169.5377,6.0032
169.4931,5.9938
169.4931,6.0149
169.5495,5.9938
169.5495,5.9938
NaN,NaN
152.1265,7.1156
152.1711,7.1391
152.15,7.1273
152.1383,7.1156
152.1265,7.1156
NaN,NaN
153.6614,5.6066
153.6403,5.6512
153.6848,5.6394
153.7177,5.6066
153.706,5.5855
153.6731,5.5855
153.6614,5.6066
NaN,NaN
158.287,7.0053
158.3316,6.9959
158.3879,6.9396
158.3973,6.8739
158.3879,6.841
158.3433,6.841
158.2776,6.8739
158.2541,6.9396
158.2659,6.9842
158.287,7.0053
NaN,NaN
134.7295,7.6648
134.7388,7.7
134.7388,7.6225
134.7388,7.5122
134.706,7.3902
134.6285,7.3573
134.5957,7.4559
134.6074,7.5779
134.6285,7.6108
134.6943,7.6554
134.7295,7.6648
NaN,NaN
138.2403,9.5845
138.2403,9.5727
138.2732,9.5727
138.2826,9.5282
138.2403,9.507
138.2169,9.5399
138.2403,9.5845
NaN,NaN
123.3684,10.2158
123.2464,9.9881
123.1924,9.845
123.1807,9.7253
123.1689,9.6056
123.1924,9.4624
123.237,9.3428
123.2253,9.1362
123.0586,9.0377
122.9038,9.1902
122.7935,9.3545
122.6738,9.4085
122.54,9.5282
122.4297,9.7042
122.486,9.9435
122.5635,9.9647
NaN,NaN
125.6871,10.1618
125.6988,9.9975
125.72,9.8567
125.6871,9.8121
125.6542,9.9435
NaN,NaN
126.018,9.9975
126.072,9.9013
126.1072,9.8684
126.1166,9.791
126.072,9.8121
126.0063,9.8896
126.018,9.9975
NaN,NaN
123.6993,10.021
123.6336,9.8896
123.5444,9.6924
123.4905,9.5188
123.413,9.4624
123.3684,9.6596
123.3684,9.8567
NaN,NaN
123.8331,9.845
123.8331,9.8684
123.8871,9.8778
123.9856,9.9553
NaN,NaN
124.5724,10.021
124.5724,9.9013
124.5395,9.845
124.5489,9.737
124.5043,9.6713
124.394,9.6385
124.2508,9.5939
124.1077,9.6056
123.9763,9.6173
123.9082,9.683
123.8542,9.7793
123.8331,9.845
NaN,NaN
125.4219,9.7136
125.4102,9.7464
125.4548,9.7464
125.4994,9.7464
125.5979,9.737
125.6542,9.6385
125.72,9.561
125.8514,9.4953
125.9288,9.3967
126.0297,9.277
126.1283,9.2653
126.2058,9.1245
126.3161,8.8945
126.3278,8.7959
126.2386,8.6974
126.1612,8.5871
126.194,8.5542
126.3372,8.4791
126.3489,8.2585
126.4264,8.1811
126.4381,7.9957
126.4475,7.8525
126.5155,7.7211
126.5812,7.4911
126.5812,7.3245
126.5695,7.1485
126.4827,7.017
126.37,6.9631
126.2832,6.8199
126.2715,6.5876
126.2715,6.367
126.1494,6.4773
126.0837,6.7096
126.072,6.9959
125.9734,7.1391
125.896,7.3151
125.8185,7.3573
125.7317,7.2705
125.6754,7.193
125.5768,7.0382
125.4665,6.8528
125.4219,6.611
125.5439,6.489
125.6425,6.3013
125.7082,6.0806
125.6988,5.9703
125.5651,5.7615
125.4759,5.5949
125.3445,5.6723
125.2881,5.8929
125.2788,6.0149
125.1239,5.9046
124.9361,5.8718
124.7695,5.9164
124.5724,6.0149
124.3729,6.1252
124.2297,6.2895
124.1312,6.4444
124.1077,6.6322
124.0537,6.787
124.0091,7.017
124.0866,7.1062
124.218,7.3034
124.218,7.4465
124.0748,7.6225
123.866,7.7868
123.6993,7.8525
123.5679,7.8408
123.5116,7.7211
123.4248,7.5662
123.413,7.4676
123.3896,7.4676
123.291,7.5333
123.1924,7.5333
123.1924,7.6648
123.0821,7.5662
122.9483,7.4465
122.9272,7.3902
122.9155,7.3362
122.8498,7.5005
122.8052,7.7094
122.662,7.7094
122.5283,7.5662
122.4508,7.4794
122.3851,7.3034
122.3194,7.1602
122.2302,6.9396
122.1199,6.9067
122.0096,6.9302
121.9439,7.1273
122.0002,7.2822
122.0777,7.5333
122.1105,7.6882
122.1528,7.8408
122.3311,8.0403
122.5189,8.0825
122.6738,8.1271
122.9038,8.1928
122.9601,8.3571
123.0915,8.4885
123.2792,8.5871
123.3896,8.7091
123.4787,8.6762
123.7439,8.5777
123.8331,8.3453
123.7439,8.0614
123.7322,8.0168
123.9082,8.0942
124.1312,8.1928
124.2743,8.4885
124.4621,8.5871
124.5935,8.5331
124.692,8.6528
124.7272,8.8499
124.8141,8.9602
124.9361,8.9274
125.0253,8.8828
125.1121,8.9391
125.2459,9.0048
125.3773,8.9485
125.4665,9.0259
125.4876,9.1691
125.4876,9.277
125.4759,9.3334
125.4548,9.4624
125.4219,9.6056
125.4219,9.6713
125.4219,9.7136
NaN,NaN
121.8336,6.6322
121.9322,6.7096
122.0659,6.7096
122.2537,6.6439
122.3077,6.5876
122.1762,6.4561
122.0002,6.4327
121.8993,6.5336
121.8336,6.6322
NaN,NaN
120.9512,5.8718
120.9512,5.9375
120.984,6.0032
121.1061,6.0361
121.2046,6.0149
121.3478,5.9703
121.4252,5.9492
121.3478,5.8155
121.1835,5.8929
121.0498,5.86
120.9512,5.8718
NaN,NaN
119.9679,5.1865
120.0899,5.2546
120.2213,5.2217
120.2542,5.1443
120.1345,5.0997
NaN,NaN
121.1155,1.326
121.2046,1.3142
121.3149,1.3142
121.4464,1.3025
121.4816,1.2039
121.6013,1.103
121.735,1.0819
121.8993,1.1147
122.0096,1.1147
122.1528,1.103
122.2631,1.0702
122.418,1.0702
122.5846,1.0256
122.662,0.9481
122.7489,0.927
122.8615,0.8824
122.9601,0.8941
123.0915,0.9599
123.2464,0.981
123.4576,0.9481
123.6219,0.927
123.7885,0.9035
123.9082,0.8941
124.164,0.9599
124.2743,1.0584
124.4057,1.2133
124.5489,1.3471
124.692,1.4363
124.8375,1.624
125.0253,1.7249
125.1356,1.7132
125.1778,1.6569
125.213,1.5137
125.1896,1.3706
125.1027,1.2039
124.9572,1.0373
124.8047,0.8824
124.6263,0.6383
124.4503,0.4834
124.2626,0.3614
124.0208,0.3614
123.7979,0.3168
123.5562,0.3051
123.3896,0.3051
123.1924,0.4389
122.9038,0.4928
122.7606,0.5046
122.5963,0.5046
122.364,0.4834
122.1528,0.46
121.9228,0.4154
121.7679,0.4928
121.6247,0.5046
121.5473,0.46
121.3689,0.5163
121.2821,0.5046
121.1272,0.4154
120.9066,0.4271
120.6977,0.46
120.4982,0.46
120.3316,0.2722
120.1885,0.0282
NaN,NaN
119.9561,0.4717
120.057,0.6829
120.1345,0.7604
120.2659,0.9035
120.3434,0.9035
120.4748,0.7932
120.6086,0.8167
120.7728,1.0044
120.8174,1.2368
120.9277,1.3025
121.0498,1.326
121.1155,1.326
NaN,NaN
125.4336,3.7174
125.4548,3.7174
125.5205,3.6611
125.5768,3.5414
125.5979,3.4733
125.6425,3.3536
125.5439,3.5414
125.4665,3.6399
125.4336,3.7174
NaN,NaN
126.769,4.5364
126.8347,4.5364
126.8676,4.4473
126.8676,4.3487
126.891,4.2478
126.8793,4.0718
126.823,4.0272
126.8136,4.2032
126.7807,4.4027
126.769,4.5364
NaN,NaN
128.5573,2.6543
128.5901,2.5886
128.6441,2.5228
128.6676,2.4337
128.6558,2.2999
128.6558,2.2999
128.6113,2.2013
128.5244,2.0558
128.3367,2.0558
128.3038,2.1896
128.2804,2.3116
128.2921,2.4454
128.3813,2.5557
128.501,2.6543
NaN,NaN
127.9377,2.2225
127.9612,2.2342
128.0152,2.2131
128.0269,2.1122
127.9495,1.9784
127.872,1.9127
127.8626,1.847
127.9377,1.7789
128.0058,1.57
128.0269,1.4151
128.0058,1.2696
127.9495,1.1922
127.7852,1.0256
127.6397,0.927
127.6514,0.8824
127.7946,0.8496
127.9049,0.9716
128.0598,1.0819
128.1489,1.2485
128.2381,1.4151
128.4024,1.5137
128.6019,1.5254
128.6558,1.4809
128.7239,1.326
128.7239,1.0936
128.6019,0.9927
128.447,0.8824
128.3249,0.805
128.3249,0.7369
128.5127,0.6149
128.6347,0.5492
128.6676,0.4154
128.7239,0.3379
128.8342,0.2605
128.6676,0.2511
128.501,0.3497
128.2264,0.406
128.0386,0.4717
127.9495,0.3614
127.9283,0.061
NaN,NaN
127.75,-0.2699
127.7171,0.0939
127.696,0.2934
127.5974,0.5374
127.5974,0.7604
127.5528,0.927
127.4754,0.9927
127.3768,1.1476
127.3979,1.3353
127.4191,1.3471
127.4637,1.5137
127.5528,1.7789
127.6514,1.9573
127.8274,2.1333
127.9377,2.2225
NaN,NaN
109.9657,1.8352
110.1088,1.7789
110.2191,1.7578
110.3294,1.7695
110.4514,1.7906
110.5406,1.7578
110.6603,1.6803
110.8152,1.6357
110.9161,1.6357
111.0804,1.6029
111.125,1.6029
111.1367,1.6146
111.1578,1.7367
111.2142,1.8563
111.2236,1.9244
111.2236,1.9573
111.247,2.0347
111.2916,2.1333
111.2681,2.2459
111.247,2.3234
111.3339,2.3891
111.4559,2.3562
111.4794,2.3234
111.4794,2.5322
111.4794,2.5886
111.5122,2.666
111.5779,2.7646
111.6436,2.842
111.7211,2.8983
111.8314,2.9101
111.9206,2.9195
112.0191,2.9195
112.0966,2.9547
112.0848,2.9641
112.0848,2.9641
112.1177,2.9758
112.1858,2.9875
112.2515,2.9875
112.3735,2.9875
112.5261,3.0204
112.6481,3.0204
112.7701,3.0321
112.8687,3.0861
112.9907,3.2081
113.0682,3.2856
113.1456,3.3959
113.1996,3.4639
113.2677,3.5296
113.3216,3.5954
113.378,3.7057
113.4437,3.8066
113.5094,3.884
113.5868,3.9497
113.6408,3.9826
113.73,4.06
113.8074,4.1375
113.8637,4.2384
113.906,4.2806
113.9412,4.3487
113.9623,4.4261
113.974,4.4801
113.9834,4.5458
113.9834,4.5693
114.0069,4.5904
NaN,NaN
114.0069,4.5904
114.0186,4.6139
114.0398,4.6233
114.1055,4.635
114.204,4.6796
114.2932,4.6796
114.3824,4.6913
114.4692,4.7124
114.603,4.7899
114.725,4.8885
114.8119,4.9659
114.901,5.0316
114.955,5.0762
114.9785,5.0222
114.9996,4.9448
115.0559,4.933
115.0888,4.933
115.1334,4.9448
115.1756,4.9448
115.2202,4.933
115.2437,4.933
NaN,NaN
115.2437,4.933
115.2765,4.933
115.354,4.9448
115.4408,5.0105
115.53,5.1443
115.5629,5.1865
115.4643,5.2428
115.4197,5.3531
115.4971,5.4752
115.584,5.508
115.6614,5.4963
115.7717,5.508
115.8844,5.6394
116.0041,5.7826
116.0604,5.9046
116.105,5.9938
116.1144,6.0924
116.2153,6.2144
116.2927,6.2895
116.3678,6.3904
116.4359,6.4444
116.5133,6.5219
116.5673,6.5993
116.633,6.719
116.6659,6.841
116.7433,6.9513
116.7879,6.9396
116.7996,6.895
116.7996,6.8293
116.7996,6.6979
116.7668,6.5993
116.7668,6.543
116.8442,6.6322
116.9099,6.7096
116.9639,6.787
117.032,6.9302
117.1634,6.9302
117.208,6.8739
117.2526,6.7542
117.2972,6.6204
117.3511,6.5758
117.4169,6.543
117.4943,6.5993
117.5717,6.5336
117.6375,6.4773
117.6727,6.4444
117.7055,6.3247
117.7149,6.2355
117.6609,6.1581
117.6609,6.0267
117.6727,5.9164
117.7055,5.8929
117.7712,5.9258
117.8369,5.9164
117.9355,5.9703
118.0364,5.9703
118.0904,5.8835
118.081,5.7826
118.0036,5.7169
118.0458,5.6723
118.135,5.6723
118.2453,5.7732
118.3439,5.7497
118.4659,5.6958
118.609,5.5855
118.7546,5.4846
118.9071,5.4306
119.0197,5.4095
119.1394,5.3743
119.2497,5.2968
119.2732,5.21
119.2286,5.1208
119.0526,5.0551
118.9306,4.9776
118.7428,4.9002
118.6419,4.8885
118.5433,4.8673
118.4002,4.9448
118.2688,4.8791
118.2453,4.757
118.257,4.7007
118.2899,4.6467
118.4002,4.5458
118.4776,4.5247
118.5762,4.459
118.5997,4.3909
118.4894,4.3698
118.3556,4.3487
118.2453,4.2924
118.1467,4.2712
118.0458,4.2266
117.9261,4.2384
117.8369,4.2712
117.7266,4.3487
117.7055,4.337
117.6727,4.2478
117.6609,4.1938
NaN,NaN
117.6609,4.1938
117.6609,4.1609
117.6375,4.1257
117.5506,4.0718
117.4497,4.0483
117.5952,3.9826
117.6938,3.884
117.8252,3.8512
117.8252,3.6963
117.7266,3.6399
117.5952,3.6728
117.5624,3.6188
117.4732,3.6071
117.3183,3.6071
117.2408,3.5414
117.2972,3.4522
117.384,3.3536
117.4614,3.309
117.4732,3.241
117.4075,3.187
117.4497,3.1096
117.5717,3.0204
117.6492,2.9195
117.7149,2.788
117.8158,2.6331
117.959,2.4125
118.0458,2.2788
117.9918,2.1896
117.9707,2.1122
117.9261,2.0676
117.9144,1.9901
117.9472,1.8915
118.1139,1.746
118.2781,1.5912
118.4776,1.4245
118.6771,1.2579
118.8649,1.103
118.9752,0.9927
118.9752,0.9035
118.8085,0.8496
118.5879,0.8378
118.4659,0.8261
118.311,0.8707
118.1913,0.8941
118.1021,1.0138
118.0458,1.0702
118.0036,0.981
118.0693,0.8378
118.0458,0.7932
117.8487,0.7041
117.7149,0.528
117.6281,0.3708
117.5835,0.2159
117.5835,0.007
NaN,NaN
119.13,10.0093
118.9517,9.9435
118.8203,9.8567
118.7546,9.5939
118.5433,9.3639
118.3439,9.2113
118.1467,9.0377
117.9261,8.8077
117.7595,8.6762
117.6046,8.6434
117.4943,8.512
117.3746,8.4111
117.2408,8.4345
117.2972,8.6645
117.4286,8.8945
117.5624,9.0259
117.8252,9.2231
117.9355,9.2442
118.1021,9.4202
118.2688,9.6056
118.5105,9.845
NaN,NaN
119.8787,4.9894
119.8458,5.0316
119.9022,5.1325
119.9679,5.1865
NaN,NaN
120.1345,5.0997
119.9796,5.0433
119.8787,4.9894
NaN,NaN
119.7919,-0.0493
119.9139,0.1502
119.9139,0.2605
119.9561,0.4717
NaN,NaN
104.0493,1.4363
104.0493,1.5254
104.0493,1.5254
104.0375,1.5254
104.0375,1.5466
104.0258,1.5466
104.0164,1.5466
104.0164,1.5583
103.939,1.5583
103.8169,1.502
103.7512,1.3706
103.7512,1.3353
103.8709,1.326
103.993,1.3588
